name	id	level	prev	n	estimate	lower	upper	se	p.value	q.value	subspecies	species	genus	family	order	class	phylum	superkingdom
Eubacteriales sp.	HG3A.0978	order	0.0975147665217876	8973	0.0374055126241638	-0.00265546745798521	0.0774664927063128	0.0204368573043652	0.0672391779890138	0.331453624167727	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Haemophilus sp.	HG3A.1834	genus	0.0242951075448568	8973	-0.0381939196208389	-0.0791072636430196	0.00271942440134181	0.0208716854133654	0.0672925997680575	0.331453624167727	unclassified	unclassified	Haemophilus	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria
Eubacteriales sp.	HG3A.0592	order	0.119358074222668	8973	-0.0371966588300595	-0.0771788264857645	0.00278550882564552	0.0203966516401567	0.0682364317725807	0.333254271868346	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eisenbergiella massiliensis	HG3A.0425	species	0.421040900479215	8973	0.037252288470018	-0.00279601539799956	0.0773005923380356	0.0204303906133649	0.0682801251297597	0.333254271868346	unclassified	Eisenbergiella massiliensis	Eisenbergiella	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Lachnospiraceae sp.	HG3A.1165	family	0.0210631895687061	8973	0.037199207816033	-0.0028418247887237	0.0772402404207896	0.0204266812240943	0.0686240571872817	0.333254271868346	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Dorea phocaeensis	HG3A.0865	species	0.0378914521341803	8973	0.0371663014419806	-0.00286641804400167	0.0771990209279629	0.020422440338779	0.0688116939662408	0.333254271868346	unclassified	Dorea phocaeensis	Dorea	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Firmicutes sp.	HG3A.1784	phylum	0.00501504513540622	8973	-0.0372178258901973	-0.0773143357559185	0.00287868397552391	0.0204549826002374	0.0688690464238318	0.333254271868346	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0656	order	0.119580965117575	8973	0.0371506495598099	-0.00288079442802047	0.0771820935476402	0.0204217896514101	0.0689196847723637	0.333254271868346	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0411	order	0.171068761841079	8973	0.0371012233771568	-0.00288274621477447	0.0770851929690882	0.0203975708866018	0.0689598374695354	0.333254271868346	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.1127	class	0.0349938705003901	8973	-0.037124574721706	-0.0771507116320601	0.00290156218864817	0.0204190822791776	0.0690778230630868	0.333254271868346	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Desulfovibrio porci	HG3A.1380	species	0.0179427170400089	8973	0.0370264203679463	-0.0029570304405418	0.0770098711764345	0.0203973062324876	0.0695177285014261	0.333254271868346	unclassified	Desulfovibrio porci	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria
Eubacteriales sp.	HG3A.0516	order	0.189680151565809	8973	0.0371660883587885	-0.00297352257877669	0.0773056992963536	0.0204769703412546	0.0695548198127508	0.333254271868346	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Acidaminococcus sp.	HG3A.1527	genus	0.00824696311155689	8973	-0.037056518389896	-0.0770962539014562	0.00298321712166416	0.0204260195201491	0.0696835274448104	0.333254271868346	unclassified	unclassified	Acidaminococcus	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1232	order	0.0152680263011256	8973	-0.037038389607985	-0.0770770290628694	0.00300024984689943	0.020425460373722	0.0698125935266362	0.333254271868346	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.0276	class	0.303131617073443	8973	-0.0373823039246769	-0.0777967780807392	0.00303217023138538	0.0206171900853329	0.0698406937517541	0.333254271868346	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Subdoligranulum sp. APC924/74	HG3A.0015	species	0.938259222110777	8973	-0.0378679750479447	-0.0788349263676406	0.00309897627175117	0.020899032839403	0.0700279853026257	0.333346644665976	unclassified	Subdoligranulum sp. APC924/74	Subdoligranulum	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Olsenella sp. An188	HG3A.1799	species	0.00534938147776663	8973	0.036860542791788	-0.00318670040511226	0.0769077859886882	0.0204298495186581	0.0712261912825107	0.338239209798525	unclassified	Olsenella sp. An188	Olsenella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria
Clostridia sp.	HG3A.1152	class	0.0571715145436309	8973	0.0366033453214353	-0.00337964461983545	0.0765863352627061	0.0203970711239721	0.0727612310397574	0.344704161369734	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0794	order	0.0474757606151789	8973	-0.0367008254667354	-0.0768244106506038	0.00342275971713297	0.0204687949036886	0.073004882585943	0.345034980793088	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Veillonella dispar	HG3A.0227	species	0.754151342917642	8973	0.036525882833699	-0.00354741658195104	0.0765991822493491	0.0204431419349542	0.074019228747334	0.348582559233543	unclassified	Veillonella dispar	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria
Clostridia sp.	HG3A.1106	class	0.0266354619413797	8973	0.0365133271695752	-0.00356327167387904	0.0765899260130295	0.0204448251173197	0.0741424191895082	0.348582559233543	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Victivallis lenta	HG3A.0525	species	0.318956870611836	8973	-0.036491850950403	-0.0765866600669281	0.00360295816612215	0.0204541149737201	0.0744443140553624	0.348582559233543	unclassified	Victivallis lenta	Victivallis	Victivallaceae	Victivallales	Lentisphaeria	Lentisphaerae	Bacteria
Bacteroidaceae sp.	HG3A.0532	family	0.132731527917085	8973	0.0365739521797674	-0.00361460945918638	0.0767625138187212	0.0205019422340335	0.0744698890434887	0.348582559233543	unclassified	unclassified	unclassified	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Coprobacillus sp.	HG3A.0022	genus	0.937479103978603	8973	0.036660400194341	-0.00364588384532454	0.0769666842340066	0.0205619975771614	0.0746335454278368	0.348582559233543	unclassified	unclassified	Coprobacillus	Coprobacillaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0232	order	0.465061852223337	8973	-0.0363046172465246	-0.0763296977718291	0.00372046327877979	0.0204185433709812	0.0754345656537848	0.350292122871856	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0636	order	0.114008692744901	8973	-0.0362697464210112	-0.0762677086668222	0.00372821582479968	0.0204047091510692	0.0755172959975443	0.350292122871856	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Desulfovibrionaceae sp.	HG3A.1267	family	0.0229577621754151	8973	0.0362917286518606	-0.00376847593912495	0.0763519332428462	0.0204364616924203	0.0757948973982323	0.350292122871856	unclassified	unclassified	unclassified	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria
Firmicutes sp.	HG3A.0526	phylum	0.123704446673353	8973	-0.036348050494025	-0.0764853233861905	0.00378922239814046	0.0204757776020828	0.0759036450393831	0.350292122871856	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0334	order	0.192020505962331	8973	-0.0361869624683796	-0.0761948145033416	0.0038208895665824	0.0204097543648716	0.0762592760397938	0.350292122871856	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0432	order	0.13451465507634	8973	-0.0364756892951256	-0.0768458747306258	0.00389449614037472	0.0205945964727837	0.0765736259021252	0.350292122871856	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1482	order	0.0102529811657194	8973	0.0361341118077069	-0.00385816264796653	0.0761263862633804	0.0204018075606643	0.0765746318345627	0.350292122871856	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0302	order	0.311044243842639	8973	-0.0362331438053101	-0.0763439124180096	0.00387762480738945	0.0204622566104274	0.0766399085924366	0.350292122871856	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Firmicutes sp.	HG3A.0587	phylum	0.0857015490917196	8973	-0.0361628083162858	-0.0762047288673267	0.00387911223475513	0.0204271342043126	0.0767062597378873	0.350292122871856	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0175	order	0.488019614398752	8973	0.036563342423151	-0.00393004337131023	0.0770567282176123	0.020657446361897	0.07676426874018	0.350292122871856	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Firmicutes sp.	HG3A.1716	phylum	0.0046807087930458	8973	-0.0360567482554264	-0.076053762133943	0.00394026562309029	0.0204042253474522	0.0772422976211485	0.351665047655917	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1301	order	0.0254095620193915	8973	-0.0360119237158037	-0.075998346599828	0.00397449916822067	0.0203988224181502	0.0775323188346742	0.3521776953932	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1227	order	0.0216204168059735	8973	-0.03612621581718	-0.0762776823936032	0.0040252507592432	0.0204830184209346	0.0778143798541868	0.352651926964751	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Bifidobacterium animalis subsp. lactis	HG3A.0513	subspecies	0.135629109550875	8973	0.0359949606731809	-0.00411139602914902	0.0761013173755109	0.0204600059020703	0.0785638162899016	0.35400412985163	Bifidobacterium animalis subsp. lactis	Bifidobacterium animalis	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria
Clostridia sp.	HG3A.1626	class	0.00590660871503399	8973	-0.0358704174267057	-0.0758391660402006	0.00409833118678921	0.0203898060000788	0.0785724903685148	0.35400412985163	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Lacticaseibacillus rhamnosus	HG3A.1198	species	0.0528251420929455	8973	0.0359564458755612	-0.00411825578057276	0.0760311475316951	0.0204438572791274	0.0786477688990271	0.35400412985163	unclassified	Lacticaseibacillus rhamnosus	Lacticaseibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0352	order	0.520227348712805	8973	0.0360692093773619	-0.00418555923868061	0.0763239779934044	0.0205357173074476	0.0790524069898864	0.35502042505639	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.1427	class	0.0276384709684609	8973	0.0358269728142772	-0.00421031260877395	0.0758642582373283	0.020424769622889	0.0794489324394562	0.355995780795306	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Lachnospiraceae sp.	HG3A.1435	family	0.0169397080129277	8973	0.0357359970782211	-0.00425066161444187	0.0757226557708841	0.0203989427144457	0.0798332967643623	0.356912374047881	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Lachnospiraceae sp.	HG3A.0172	family	0.674913629778224	8973	-0.0358541055602121	-0.0760153881865376	0.00430717706611337	0.0204880260171226	0.0801524427432221	0.357382057649765	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Bacteroidia sp.	HG3A.1367	class	0.0105873175080798	8973	-0.0357030684142262	-0.0757144986539758	0.0043083618255234	0.0204115797635638	0.0802984371344057	0.357382057649765	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteroidia	Bacteroidetes	Bacteria
Lachnospiraceae sp.	HG3A.1790	family	0.00401203610832498	8973	-0.0356672022290929	-0.0756836268868686	0.0043492224286828	0.0204141276345423	0.080640388423244	0.35810105373633	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.1128	class	0.0188342806196367	8973	-0.0356248068870472	-0.0756260684404388	0.00437645466634439	0.0204063922721034	0.0808861223379903	0.358390519734176	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1611	order	0.0358854340800178	8973	0.0356266542721513	-0.00440323273424696	0.0756565412785497	0.0204209953671144	0.0810876294306636	0.358433722738748	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Lachnospiraceae sp.	HG3A.0899	family	0.0365541067647387	8973	0.0355740210044949	-0.00441899916553461	0.0755670411745243	0.020402187982158	0.0812570152304466	0.358433722738748	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Bifidobacterium bifidum	HG3A.0262	species	0.233366766967569	8973	0.0356817559155055	-0.00452646494150064	0.0758899767725117	0.0205119712606132	0.0819714726864952	0.36078353277759	unclassified	Bifidobacterium bifidum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria
Eubacteriales sp.	HG3A.1916	order	0.00256324529142985	8973	0.0354656349538389	-0.00453598578377181	0.0754672556914495	0.0204065755076762	0.0822541539074893	0.361226759969837	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0364	order	0.190014487908169	8973	-0.035424981839778	-0.0754388159718876	0.00458885229233156	0.0204128060941487	0.0826995827572288	0.362381173892051	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Firmicutes sp.	HG3A.1050	phylum	0.0267469073888332	8973	-0.0353485012089929	-0.075310766332789	0.00461376391480311	0.0203864984885417	0.0829675728221308	0.362754696149625	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Clostridium sp. OF03-18AA	HG3A.0119	species	0.785690404546974	8973	-0.0354669546796073	-0.0756124266869541	0.00467851732773956	0.0204799603291814	0.0833460967622357	0.363608795764918	unclassified	Clostridium sp. OF03-18AA	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0622	order	0.0948400757829043	8973	0.0353316716407131	-0.00470947677692698	0.0753728200583531	0.0204267403053091	0.0837227706927642	0.364451096107757	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Lachnospiraceae sp.	HG3A.1652	family	0.00679817229466176	8973	0.0352662922657206	-0.00473488689416789	0.075267471425609	0.0204063502395755	0.0839869035456773	0.364800883015688	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1230	order	0.019391507856904	8973	0.0351648947452078	-0.00484445411183544	0.075174243602251	0.0204105179592526	0.0849449499707971	0.368156606314481	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Rikenellaceae sp.	HG3A.1022	family	0.133957427839073	8973	0.0350802672820697	-0.00494163358332515	0.0751021681474645	0.0204169212874547	0.0857958749084797	0.370733033784997	unclassified	unclassified	unclassified	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Firmicutes sp.	HG3A.1681	phylum	0.00479215424049928	8973	0.0349956074312106	-0.00496570370195459	0.0749569185643757	0.0203860118162149	0.086078469316815	0.370733033784997	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Alistipes onderdonkii subsp. vulgaris	HG3A.0047	subspecies	0.934135740554998	8973	-0.0356213712559265	-0.0763322503779131	0.0050895078660601	0.0207683992165244	0.0863487313757571	0.370733033784997	Alistipes onderdonkii subsp. vulgaris	Alistipes onderdonkii	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Clostridium sp.	HG3A.0050	genus	0.929343586314499	8973	0.0351981706049848	-0.00504151974953204	0.0754378609595016	0.02052802522706	0.0864462635881672	0.370733033784997	unclassified	unclassified	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Anaerostipes hadrus	HG3A.0003	species	0.985957873620863	8973	0.0351754302440638	-0.00504837485950257	0.0753992353476301	0.0205199214660873	0.0865253769324879	0.370733033784997	unclassified	Anaerostipes hadrus	Anaerostipes	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Olsenella timonensis	HG3A.1080	species	0.0339908614733088	8973	0.0348972773515732	-0.00506430007200211	0.0748588547751485	0.0203861476625946	0.0869661083998556	0.370733033784997	unclassified	Olsenella timonensis	Olsenella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria
Bacteroidales sp.	HG3A.1621	order	0.00668672684720829	8973	-0.0349971036537305	-0.0750948609968786	0.00510065368941758	0.0204556189930095	0.0871383437065527	0.370733033784997	unclassified	unclassified	unclassified	unclassified	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Eubacteriales sp.	HG3A.0535	order	0.0930569486236487	8973	-0.0348770785932794	-0.0748659412041991	0.00511178401764022	0.0204000670294982	0.0873647057258985	0.370733033784997	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.0841	class	0.0372227794494595	8973	-0.0349083304662769	-0.0749457309996419	0.00512907006708812	0.0204248283456924	0.0874651432008364	0.370733033784997	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0443	order	0.135294773208514	8973	-0.0348884185663603	-0.0749521966482681	0.00517535951554753	0.0204382846863637	0.0878546862541523	0.370733033784997	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Candidatus Borkfalkia ceftriaxoniphila	HG3A.0595	species	0.382926557450128	8973	-0.0348559396111977	-0.0748930403580135	0.005181161135618	0.0204246754114678	0.0879388771228592	0.370733033784997	unclassified	Candidatus Borkfalkia ceftriaxoniphila	Candidatus Borkfalkia	Candidatus Borkfalkiaceae	Candidatus Borkfalkiales	Clostridia	Firmicutes	Bacteria
Lachnospiraceae sp.	HG3A.0667	family	0.115123147219436	8973	0.034964854188546	-0.00519963413064833	0.0751293425077403	0.0204896613811997	0.087956925869141	0.370733033784997	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0717	order	0.0965117574947063	8973	0.0349146862259763	-0.00519349487343451	0.0750228673253871	0.0204609366067793	0.0879673848426869	0.370733033784997	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0183	order	0.417140309818344	8973	0.0349927102355891	-0.00524837499336266	0.0752337954645408	0.0205287368134896	0.0883093542464951	0.370779868542595	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.1157	class	0.0336565251309484	8973	-0.0347447153467785	-0.0747059755869916	0.00521654489343454	0.0203859858534951	0.0883520795066233	0.370779868542595	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Faecalibacterium prausnitzii	HG3A.0241	species	0.851443218544523	8973	-0.0348936032280803	-0.0750716901581101	0.0052844837019496	0.0204965986270837	0.0887137374591142	0.371512170582999	unclassified	Faecalibacterium prausnitzii	Faecalibacterium	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1914	order	0.00356625431851109	8973	-0.0347558036786685	-0.0748037350190169	0.00529212766167985	0.0204302005707149	0.0889410379249289	0.371679916381018	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1239	order	0.0150451354062187	8973	-0.0347046346079231	-0.074740993725949	0.00533172451010272	0.0204242970741999	0.089319683786781	0.372478093102438	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1221	order	0.02150897135852	8973	0.0348278346857015	-0.00537808483221416	0.0750337542036172	0.0205107972469344	0.0895382867522593	0.372606916568626	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Limosilactobacillus vaginalis	HG3A.1341	species	0.0414577064526914	8973	0.0346306771708764	-0.00540624808605137	0.0746676024278041	0.0204245858864039	0.0900084174833662	0.373779725323184	unclassified	Limosilactobacillus vaginalis	Limosilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Megasphaera elsdenii	HG3A.0921	species	0.0398974701883428	8973	-0.0347606364379137	-0.0750489432803651	0.00552767040453765	0.020552826622945	0.0908180455163201	0.376354531001869	unclassified	Megasphaera elsdenii	Megasphaera	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1802	order	0.00356625431851109	8973	-0.034468751669009	-0.0744818842198147	0.00554438088179674	0.0204124481868543	0.0913285804103782	0.377519233941084	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0345	order	0.680485902150897	8973	0.034587352229467	-0.00558216326596302	0.074756867724897	0.0204922259635729	0.0914794718013409	0.377519233941084	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Atopobiaceae sp.	HG3A.1722	family	0.00401203610832498	8973	0.0342548534846133	-0.00578226312308293	0.0742919700923095	0.0204246835027963	0.0935523196814599	0.385272519849996	unclassified	unclassified	unclassified	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria
Blautia sp. SG-772	HG3A.0063	species	0.845202273487128	8973	-0.0344477032951703	-0.0747921215663787	0.00589671497603805	0.0205814515158033	0.0942198491855736	0.386452986112314	unclassified	Blautia sp. SG-772	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.1268	class	0.0140421263791374	8973	-0.0341886804041245	-0.0742307690201749	0.00585340821192595	0.0204272199416214	0.0942283351528262	0.386452986112314	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Collinsella bouchesdurhonensis	HG3A.0299	species	0.211634904714142	8973	0.0343348671673517	-0.00597181055693976	0.0746415448916431	0.0205621984128999	0.0949932437076859	0.388298163959968	unclassified	Collinsella bouchesdurhonensis	Collinsella	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria
Oscillospiraceae sp.	HG3A.0429	family	0.519447230580631	8973	0.0342158197431954	-0.00596036889631793	0.0743920083827088	0.0204956302261028	0.0950694749040527	0.388298163959968	unclassified	unclassified	unclassified	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Emergencia timonensis	HG3A.0901	species	0.0621865596790371	8973	0.033993206867582	-0.00595791629606678	0.0739443300312308	0.0203808144875724	0.0953704857636951	0.388727749981386	unclassified	Emergencia timonensis	Emergencia	Clostridiales Family XIII. Incertae Sedis	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0405	order	0.197258441992645	8973	-0.0340484997441914	-0.0740883815278836	0.00599138203950076	0.0204260941399583	0.0955672853003858	0.388731683035381	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacterium sp. An11	HG3A.1478	species	0.0138192354842305	8973	0.0339683274932738	-0.00605247103874217	0.0739891260252897	0.0204163589390069	0.0961918081621174	0.389486640154101	unclassified	Eubacterium sp. An11	Eubacterium	Eubacteriaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Lachnospiraceae sp.	HG3A.1526	family	0.00702106318956871	8973	0.033960148670638	-0.00605461080562163	0.0739749081468977	0.0204132781526534	0.0962217124277364	0.389486640154101	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1355	order	0.0117017719826145	8973	-0.033935648434434	-0.0739685918446989	0.00609729497583081	0.0204225545723449	0.0966133535973079	0.389486640154101	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridium sp. OM07-9AC	HG3A.0448	species	0.158029644489023	8973	-0.0339183201856126	-0.0739400932217693	0.00610345285054412	0.0204168560761719	0.0966906043650999	0.389486640154101	unclassified	Clostridium sp. OM07-9AC	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Lachnospiraceae sp.	HG3A.1209	family	0.0420149336899588	8973	0.0338655756631539	-0.00609915642426181	0.0738303077505696	0.0203877569945335	0.0967339615093056	0.389486640154101	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Firmicutes sp.	HG3A.1882	phylum	0.0023403543965229	8973	0.0338798546614202	-0.00613257635926422	0.0738922856821046	0.0204120903056703	0.0969914127832633	0.389732701163517	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Lachnospiraceae sp.	HG3A.1768	family	0.011590326535161	8973	-0.0338117471233692	-0.073770631470404	0.00614713722366565	0.0203847738065169	0.0972163952414307	0.38984756475604	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Oscillospiraceae sp.	HG3A.0384	family	0.419815000557227	8973	0.0339526917137384	-0.00625474952368655	0.0741601329511633	0.0205115735425818	0.0979002417706279	0.391504134122999	unclassified	unclassified	unclassified	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0633	order	0.20416805973476	8973	0.0337961291628955	-0.0062406585465989	0.0738329168723899	0.0204245157174449	0.0980239570071187	0.391504134122999	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Firmicutes sp.	HG3A.0835	phylum	0.0378914521341803	8973	0.0338003176738588	-0.00626936462166744	0.0738699999693851	0.0204412966838477	0.0982582898986352	0.391652018973476	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0813	order	0.058620305360526	8973	0.0336938517287765	-0.00645922374215391	0.0738469271997068	0.0204838391883595	0.100026084081783	0.397212430235879	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Hungatella hathewayi	HG3A.1248	species	0.0539395965674802	8973	-0.0335673914311718	-0.0735729971488589	0.00643821428651531	0.0204086084202264	0.100053508875536	0.397212430235879	unclassified	Hungatella hathewayi	Hungatella	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
