name	id	level	prev	n	estimate	lower	upper	se	p.value	q.value	subspecies	species	genus	family	order	class	phylum	superkingdom
Eubacteriales sp.	HG3A.0622	order	0.0948400757829043	8973	0.0352118410537934	-0.00481607492871394	0.0752397570363007	0.020419989534529	0.0846739963440216	0.366076355089167	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Bifidobacterium bifidum	HG3A.0262	species	0.233366766967569	8973	0.0353225188066939	-0.00485751001493316	0.075502547628321	0.0204975839224145	0.0848777963017063	0.366076355089167	unclassified	Bifidobacterium bifidum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria
Eubacteriales sp.	HG3A.1221	order	0.02150897135852	8973	0.0353047850910654	-0.00487317344420272	0.0754827436263336	0.020496526305118	0.0850182366227234	0.366076355089167	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridium sp. OF03-18AA	HG3A.0119	species	0.785690404546974	8973	-0.0352019767484354	-0.0753311155359845	0.00492716203911366	0.02047162685768	0.0855493130161379	0.367565771292281	unclassified	Clostridium sp. OF03-18AA	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Firmicutes sp.	HG3A.1681	phylum	0.00479215424049928	8973	0.0349869330132278	-0.00497251754561847	0.0749463835720741	0.0203850608182991	0.0861416696627707	0.369190113410087	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Olsenella timonensis	HG3A.1080	species	0.0339908614733088	8973	0.0349595623997536	-0.00499195905248346	0.0749110838519906	0.0203810176613228	0.0863251977613573	0.369190113410087	unclassified	Olsenella timonensis	Olsenella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria
Lachnospiraceae sp.	HG3A.0899	family	0.0365541067647387	8973	0.034955828310735	-0.00502284440467093	0.0749345010261409	0.0203948684069691	0.0865725168670655	0.369190113410087	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Lachnospiraceae sp.	HG3A.0172	family	0.674913629778224	8973	-0.0350889270684055	-0.0752324182899193	0.00505456415310834	0.0204789486553965	0.0866713314101262	0.369190113410087	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.1157	class	0.0336565251309484	8973	-0.0348734723923836	-0.0748086807654994	0.00506173598073224	0.0203726895418	0.0869731277072083	0.369682352245843	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Limosilactobacillus vaginalis	HG3A.1341	species	0.0414577064526914	8973	0.0349072370087932	-0.00512627178583831	0.0749407458034247	0.0204228417941172	0.0874442862489615	0.370890829496129	unclassified	Limosilactobacillus vaginalis	Limosilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0717	order	0.0965117574947063	8973	0.034877578838213	-0.00522635239357901	0.0749815100700049	0.0204587674928973	0.0882716376331145	0.373601707253161	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Bacteroidales sp.	HG3A.1621	order	0.00668672684720829	8973	-0.0346774612881112	-0.0747239900873555	0.00536906751113315	0.0204294496427739	0.0896518995012201	0.378121617250126	unclassified	unclassified	unclassified	unclassified	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Eubacteriales sp.	HG3A.0345	order	0.680485902150897	8973	0.0347474128704612	-0.00540867370931215	0.0749034994502345	0.0204853747795091	0.0898820557984051	0.378121617250126	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0183	order	0.417140309818344	8973	0.0347993467836448	-0.00542038708817452	0.0750190806554641	0.0205178426138382	0.0899110344292491	0.378121617250126	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Alistipes onderdonkii subsp. vulgaris	HG3A.0047	subspecies	0.934135740554998	8973	-0.0351586471243814	-0.0758484916274839	0.00553119737872104	0.0207576662315214	0.0903447918380835	0.379142519658765	Alistipes onderdonkii subsp. vulgaris	Alistipes onderdonkii	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Eubacteriales sp.	HG3A.1239	order	0.0150451354062187	8973	-0.0345506989092472	-0.0745748968186018	0.00547349900010733	0.0204180929990737	0.0906504801029794	0.379622791148553	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Firmicutes sp.	HG3A.1050	phylum	0.0267469073888332	8973	-0.0344681346846018	-0.0744218402437654	0.00548557087456186	0.0203821318193474	0.0908537249191892	0.379672934662296	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1802	order	0.00356625431851109	8973	-0.0344907625956894	-0.0745024667964848	0.0055209416051061	0.0204117175257757	0.0911104293766952	0.379945803178025	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0443	order	0.135294773208514	8973	-0.0344293554466381	-0.0744516696500793	0.00559295875680308	0.0204171092049645	0.0917736971323025	0.381005421004866	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0312	order	0.264571492254541	8973	-0.034401457379016	-0.0744117715795211	0.00560885682148907	0.0204110046200161	0.0919396447423021	0.381005421004866	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Blautia sp. SG-772	HG3A.0063	species	0.845202273487128	8973	-0.0346797450617161	-0.0750138049279798	0.00565431480454753	0.0205761664416409	0.091940350962887	0.381005421004866	unclassified	Blautia sp. SG-772	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1355	order	0.0117017719826145	8973	-0.0343530829704975	-0.0743700896403447	0.00566392369934976	0.0204144241166662	0.0924520143295732	0.381453026610402	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1914	order	0.00356625431851109	8973	-0.0343425572854443	-0.0743559525458083	0.00567083797491977	0.0204125655798085	0.0925224300884928	0.381453026610402	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Atopobiaceae sp.	HG3A.1722	family	0.00401203610832498	8973	0.0343481461383513	-0.00568749664935513	0.0743837889260577	0.0204239296459924	0.0926506916133133	0.381453026610402	unclassified	unclassified	unclassified	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria
Oscillospiraceae sp.	HG3A.0429	family	0.519447230580631	8973	0.034440484940807	-0.00574102499465745	0.0746219948762715	0.0204983438465459	0.092961593520924	0.381453026610402	unclassified	unclassified	unclassified	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0405	order	0.197258441992645	8973	-0.0342932222548886	-0.0743160454619528	0.00572960095217558	0.0204173910871949	0.0930688120579413	0.381453026610402	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.0841	class	0.0372227794494595	8973	-0.0342776900571521	-0.0742985991515918	0.00574321903728755	0.020416414703964	0.0932013692221888	0.381453026610402	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0535	order	0.0930569486236487	8973	-0.0342084456594116	-0.074172814837307	0.00575592351848384	0.0203875679135886	0.0934005687615595	0.381481746896493	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Candidatus Borkfalkia ceftriaxoniphila	HG3A.0595	species	0.382926557450128	8973	-0.0342355732171975	-0.0742674718445928	0.00579632541019781	0.0204220209593748	0.0936942443463331	0.381895431267908	unclassified	Candidatus Borkfalkia ceftriaxoniphila	Candidatus Borkfalkia	Candidatus Borkfalkiaceae	Candidatus Borkfalkiales	Clostridia	Firmicutes	Bacteria
Lachnospiraceae sp.	HG3A.1209	family	0.0420149336899588	8973	0.034011506745163	-0.00595135350124928	0.0739743669915752	0.0203868002716703	0.0952895433242622	0.387601933398894	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Firmicutes sp.	HG3A.1882	phylum	0.0023403543965229	8973	0.0339816744631325	-0.00602960327891334	0.0739929522051783	0.0204114998905703	0.0959821094733751	0.389028249662031	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Collinsella bouchesdurhonensis	HG3A.0299	species	0.211634904714142	8973	0.0342221736507308	-0.00607834599285145	0.074522693294313	0.0205590563028475	0.0960321623850859	0.389028249662031	unclassified	Collinsella bouchesdurhonensis	Collinsella	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria
Clostridium sp.	HG3A.0050	genus	0.929343586314499	8973	0.0341279036697066	-0.00609237932360765	0.0743481866630208	0.0205181220500488	0.0962867346322228	0.38915289614846	unclassified	unclassified	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0813	order	0.058620305360526	8973	0.0340496766323408	-0.00609870235952995	0.0741980556242115	0.020481442738699	0.0964550251410793	0.38915289614846	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.1268	class	0.0140421263791374	8973	-0.0338997012694297	-0.0739389909025382	0.00613958836367883	0.0204257907289988	0.0970199392733359	0.390403469739596	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Lachnospiraceae sp.	HG3A.1526	family	0.00702106318956871	8973	0.0338261281705528	-0.00614282765455476	0.0737950839956604	0.020389876568291	0.0971583446102573	0.390403469739596	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridium sp. OM07-9AC	HG3A.0448	species	0.158029644489023	8973	-0.0337497702729703	-0.0737558175401237	0.00625627699418324	0.0204088328482036	0.0982270926813442	0.393112999586494	unclassified	Clostridium sp. OM07-9AC	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Cloacibacillus evryensis	HG3A.0566	species	0.155243508302686	8973	0.0338237054199116	-0.00627017855985877	0.0739175893996819	0.0204536430097443	0.0982287394432752	0.393112999586494	unclassified	Cloacibacillus evryensis	Cloacibacillus	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria
Eubacteriales sp.	HG3A.1689	order	0.00512649058285969	8973	-0.0336407600932342	-0.0735833718598614	0.00630185167339287	0.0203764506970797	0.0987819295529907	0.39453144901949	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Lachnospiraceae sp.	HG3A.1768	family	0.011590326535161	8973	-0.033553938477568	-0.0734873957062279	0.00637951875109188	0.0203717956012194	0.0995775615559549	0.396910561623635	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Hungatella hathewayi	HG3A.1248	species	0.0539395965674802	8973	-0.0335801076497449	-0.0735847102817272	0.00642449498223739	0.0204080946533418	0.0999165186928933	0.397463506223233	unclassified	Hungatella hathewayi	Hungatella	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Lachnospiraceae sp.	HG3A.0831	family	0.0423492700323192	8973	-0.0335337460979508	-0.0735090366763029	0.0064415444804013	0.0203931363629704	0.10013655391169	0.397542119029409	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1684	order	0.0046807087930458	8973	-0.0335158421667256	-0.0735217214631418	0.0064900371296906	0.0204087469255954	0.100578014764575	0.398497723169023	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Slackia isoflavoniconvertens	HG3A.0160	species	0.437089044912515	8973	0.033419853304455	-0.00675428246819886	0.0735939890771089	0.0204945827343965	0.102996030773103	0.405782291497823	unclassified	Slackia isoflavoniconvertens	Slackia	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria
Ruminococcus sp. B05	HG3A.0261	species	0.415802964448902	8973	0.0333557014973654	-0.00675702680585723	0.0734684298005879	0.0204632557816984	0.103130930216348	0.405782291497823	unclassified	Ruminococcus sp. B05	Ruminococcus	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Lawsonella clevelandensis	HG3A.1899	species	0.0363312158698317	8973	0.0333142070713694	-0.00675476803620444	0.0733831821789432	0.0204409340220918	0.103183784531041	0.405782291497823	unclassified	Lawsonella clevelandensis	Lawsonella	Lawsonellaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
Eubacteriales sp.	HG3A.0633	order	0.20416805973476	8973	0.0332594989847126	-0.00676280290061661	0.0732818008700419	0.0204171253910558	0.103348578643387	0.405782291497823	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0434	order	0.261673910620751	8973	0.0332741974941434	-0.00679845610500606	0.0733468510932929	0.0204428119436527	0.103629986540474	0.405782291497823	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1326	order	0.0157138080909395	8973	-0.0332517391953908	-0.0732988713099097	0.00679539291912804	0.02042979082739	0.103643134402719	0.405782291497823	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1256	order	0.0537167056725733	8973	0.0330672862109064	-0.00690764999541411	0.073042222417227	0.0203929625600421	0.104945029092407	0.40918434512669	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1838	order	0.00679817229466176	8973	0.0330913745605578	-0.00692246996214431	0.0731052190832598	0.020412810410731	0.105030050294852	0.40918434512669	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0545	order	0.0869274490137078	8973	-0.0331384168799711	-0.0732289511901998	0.00695211743025755	0.020451934135169	0.10520190359955	0.40918434512669	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Weissella cibaria	HG3A.1534	species	0.0216204168059735	8973	0.0330827557090649	-0.00695593733012336	0.0731214487482532	0.0204254874843475	0.105336624866367	0.40918434512669	unclassified	Weissella cibaria	Weissella	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Desulfovibrionales sp.	HG3A.0266	order	0.463947397748802	8973	0.0333355093779027	-0.00709252991669848	0.0737635486725039	0.0206241034515663	0.106057097185278	0.41092793118935	unclassified	unclassified	unclassified	unclassified	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria
Emergencia timonensis	HG3A.0901	species	0.0621865596790371	8973	0.0329109822516862	-0.00701847740700459	0.072840441910377	0.0203697588305532	0.10619951068017	0.41092793118935	unclassified	Emergencia timonensis	Emergencia	Clostridiales Family XIII. Incertae Sedis	Eubacteriales	Clostridia	Firmicutes	Bacteria
Oscillospiraceae sp.	HG3A.0384	family	0.419815000557227	8973	0.0330577908964561	-0.0071334743178194	0.0732490561107316	0.0205033194473904	0.106929270245272	0.412946695402462	unclassified	unclassified	unclassified	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Firmicutes sp.	HG3A.0835	phylum	0.0378914521341803	8973	0.0328634796197686	-0.00717812396029583	0.072905083199833	0.0204269604561922	0.107689612136093	0.415075495320669	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Oxalobacter sp.	HG3A.1218	genus	0.0239607712024964	8973	-0.0327814816605762	-0.0727894754765245	0.00722651215537213	0.0204098261741861	0.108274043480888	0.416422041584904	unclassified	unclassified	Oxalobacter	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Eubacteriales sp.	HG3A.1843	order	0.0046807087930458	8973	0.0327539724194863	-0.00724134872204411	0.0727492935610167	0.020403359855736	0.108458536775514	0.416422041584904	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1667	order	0.0046807087930458	8973	0.0326966001583908	-0.00734463596472151	0.0727378362815031	0.0204267830597394	0.109485061978828	0.419551830169835	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacterium sp. AM49-13BH	HG3A.0251	species	0.633901705115346	8973	-0.0327048238841526	-0.0728268470178639	0.00741719924955877	0.0204679976293887	0.110111680906229	0.421140051250222	unclassified	Eubacterium sp. AM49-13BH	Eubacterium	Eubacteriaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Bacteroidales sp.	HG3A.1870	order	0.00289758163379026	8973	-0.0325408679942334	-0.0724965720823896	0.00741483609392282	0.0203831429050926	0.110421969619858	0.42151463402965	unclassified	unclassified	unclassified	unclassified	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Anaerostipes hadrus	HG3A.0124	species	0.667558230246295	8973	-0.0327404280631138	-0.0729965307262583	0.00751567460003079	0.0205363967319265	0.11091272908443	0.42257536896851	unclassified	Anaerostipes hadrus	Anaerostipes	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Firmicutes sp.	HG3A.1075	phylum	0.0247408893346707	8973	-0.0325290824971912	-0.0725790551835141	0.00752089018913172	0.0204312411021848	0.1113924053516	0.422783003531925	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Selenomonadaceae sp.	HG3A.1732	family	0.0039005906608715	8973	0.0324955203263572	-0.00751321940972885	0.0725042600624431	0.0204102071677698	0.111393204457026	0.422783003531925	unclassified	unclassified	unclassified	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria
Veillonellales sp.	HG3A.1671	order	0.0046807087930458	8973	0.0324317842207117	-0.00754373618276365	0.0724073046241871	0.0203932585852605	0.111798667936396	0.423512129491882	unclassified	unclassified	unclassified	unclassified	Veillonellales	Negativicutes	Firmicutes	Bacteria
Clostridia sp.	HG3A.1452	class	0.0129276719046027	8973	-0.0324096856652541	-0.0723886335504583	0.00756926221994997	0.0203950078126753	0.112073770027381	0.423745587627337	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Lachnospiraceae sp.	HG3A.0217	family	0.378468739551989	8973	0.0325288117205526	-0.00767858707519815	0.0727362105163034	0.0205115504411803	0.112802766635518	0.425191417251769	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Firmicutes sp.	HG3A.1115	phylum	0.0190571715145436	8973	-0.0323347241262177	-0.0723113209755586	0.00764187272312329	0.0203937807418594	0.112884572741402	0.425191417251769	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Haemophilus parainfluenzae	HG3A.0181	species	0.60994093391285	8973	0.0324959573721026	-0.007755867434595	0.0727477821788003	0.0205342155366606	0.113564950429011	0.425639900625956	unclassified	Haemophilus parainfluenzae	Haemophilus	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria
Lachnospiraceae sp.	HG3A.0040	family	0.915078569040455	8973	-0.0325630749709627	-0.0729042320355756	0.00777808209365028	0.0205797858831028	0.113620389512571	0.425639900625956	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Lachnospiraceae sp.	HG3A.1155	family	0.0202830714365318	8973	-0.0322569886394612	-0.0722255742220617	0.00771159694313928	0.0203897216713946	0.113680272703491	0.425639900625956	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridium sp. AF23-8	HG3A.0166	species	0.448233589657862	8973	-0.0323135105593583	-0.0723792363172512	0.00775221519853456	0.0204392726053703	0.11392478287329	0.425639900625956	unclassified	Clostridium sp. AF23-8	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Bacteroides ovatus	HG3A.0031	species	0.975816337902597	8973	-0.0326442235794643	-0.0731742487526912	0.00788580159376256	0.0206761344812166	0.114409459387874	0.425639900625956	unclassified	Bacteroides ovatus	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Parabacteroides timonensis	HG3A.1879	species	0.00768973587428954	8973	-0.0322021654666316	-0.0721869991485513	0.00778266821528809	0.0203980097405329	0.114442569729375	0.425639900625956	unclassified	Parabacteroides timonensis	Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Parvimonas micra	HG3A.1231	species	0.15346038114343	8973	-0.0321509024838314	-0.0720900301781913	0.00778822521052857	0.0203746849136381	0.114605410148138	0.425639900625956	unclassified	Parvimonas micra	Parvimonas	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0755	order	0.211523459266689	8973	0.032218501811212	-0.00782204981054611	0.07225905343297	0.0204264343854088	0.114763526182865	0.425639900625956	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.0946	class	0.029310152680263	8973	-0.0321800679103056	-0.0721915899639757	0.00783145414336457	0.0204116262481513	0.114933494577084	0.425639900625956	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0880	order	0.058843196255433	8973	-0.0321459568132832	-0.0721950014236314	0.00790308779706486	0.0204307657017528	0.115659836132736	0.426859980084927	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Firmicutes sp.	HG3A.0915	phylum	0.0562799509640031	8973	-0.0321082301529304	-0.0721249860839137	0.00790852577805298	0.0204142111074085	0.115793346509166	0.426859980084927	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Lachnospiraceae sp.	HG3A.1318	family	0.0138192354842305	8973	0.0321368760036235	-0.00792936388955535	0.0722031158968023	0.0204395405063785	0.115919142758122	0.426859980084927	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0731	order	0.0617407778892232	8973	-0.0320624995612219	-0.0720583838782084	0.00793338475576468	0.0204036412416002	0.11612311800799	0.426859980084927	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Dorea formicigenerans	HG3A.0006	species	0.972138638136632	8973	0.0323690849864023	-0.0080871777796508	0.0728253477524553	0.0206385069356179	0.116827506526525	0.428605513112081	unclassified	Dorea formicigenerans	Dorea	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
unclassified sp.	HG3A.1213	unclassified	0.0132620082469631	8973	0.0319737088737039	-0.00801049421114333	0.0719579119585511	0.0203976892029582	0.117029817686019	0.428605513112081	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Clostridia sp.	HG3A.1179	class	0.0198372896467179	8973	0.0318819108941224	-0.00807514651897932	0.0718389683072241	0.0203838412356086	0.117835070973821	0.430759881920874	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Clostridia sp.	HG3A.0515	class	0.186894015379472	8973	-0.032060463450438	-0.0722809317015917	0.0081600048007157	0.0205182133014187	0.118197392624392	0.430899532940129	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia	Firmicutes	Bacteria
Eggerthellaceae sp.	HG3A.0804	family	0.0495932241167948	8973	-0.0317671661280347	-0.0716317193182523	0.00809738706218281	0.0203364521155887	0.118307428439481	0.430899532940129	unclassified	unclassified	unclassified	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria
Firmicutes sp.	HG3A.1878	phylum	0.00300902708124373	8973	-0.0317754204558716	-0.0717615111937994	0.00821067028205612	0.0203986509564415	0.119335006091645	0.431914163802405	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1336	order	0.0364426613172852	8973	-0.0317947176241189	-0.0718064324260607	0.00821699717782293	0.0204117229726547	0.119347384189312	0.431914163802405	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Fenollaria massiliensis	HG3A.1255	species	0.110999665663658	8973	0.0317901949628012	-0.00824347398352084	0.0718238639091232	0.0204229243698804	0.11960272703537	0.431914163802405	unclassified	Fenollaria massiliensis	Fenollaria	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Bacteroidales sp.	HG3A.1946	order	0.00178312715925554	8973	-0.0317352904846007	-0.0717029295917366	0.00823234862253517	0.0203892396954077	0.11963152254453	0.431914163802405	unclassified	unclassified	unclassified	unclassified	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Lachnospiraceae sp.	HG3A.1032	family	0.0250752256770311	8973	-0.0317730105364802	-0.0717927454434749	0.00824672437051451	0.0204158149194207	0.119673949668173	0.431914163802405	unclassified	unclassified	unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Ruminococcus sp. AM42-11	HG3A.0002	species	0.987852446227572	8973	0.0320265228024572	-0.00840536276945664	0.0724584083743711	0.0206260723354383	0.120525690360421	0.433614753447491	unclassified	Ruminococcus sp. AM42-11	Ruminococcus	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Firmicutes sp.	HG3A.1873	phylum	0.00245179984397637	8973	0.0316327001278824	-0.00832294789113077	0.0715883481468956	0.0203831208160212	0.120720331565692	0.433614753447491	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.0081	order	0.723169508525577	8973	-0.0322039066379153	-0.0728898352547752	0.00848202197894451	0.0207556614872995	0.120800482950359	0.433614753447491	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Rhodospirillales sp.	HG3A.1646	order	0.0103644266131729	8973	-0.0316209393426709	-0.0716074836274579	0.00836560494211604	0.0203988838204554	0.121145853870802	0.434069530565959	unclassified	unclassified	unclassified	unclassified	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
Ruminococcus sp.	HG3A.0487	genus	0.112448456480553	8973	0.0317092790648333	-0.00843766740632947	0.071856225535996	0.0204807049619787	0.121597625902952	0.43490322057182	unclassified	unclassified	Ruminococcus	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
Eubacteriales sp.	HG3A.1281	order	0.0152680263011256	8973	-0.0316881066853305	-0.0718417741273142	0.00846556075665323	0.0204841376298366	0.121909083009923	0.435166370471482	unclassified	unclassified	unclassified	unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria
Bacteroidales sp.	HG3A.1560	order	0.00657528139975482	8973	-0.0315150592351658	-0.0714833884948678	0.00845327002453608	0.0203895920693759	0.12222620215282	0.435166370471482	unclassified	unclassified	unclassified	unclassified	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
