genus	id	positive_size	positive_estimate	positive_p.value	positive_q.value	positive_message	negative_size	negative_estimate	negative_p.value	negative_q.value	negative_message	name	hl1	hl2
Coprobacter	MF0049	436	1.44625616952128	5.63396314684674e-06	0.000377475530838731		323	1.04111565616483	0.330669330669331	0.886135603526908		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Coprobacter	MF0015	448	1.36451466128015	0.00015304108652043	0.00769031459765161		404	1.08565731451422	0.191808191808192	0.663658375522782		fructose degradation	carbohydrate degradation	monosaccharide degradation
Coprobacter	MF0097	54	0.806006174253733	0.872127872127872	1		59	1.58439999888207	0.000257468283464926	0.01035022499529		homoacetogenesis	gas metabolism	acetogenesis
Coprobacter	MF0065	485	1.344665384744	0.000371389785067097	0.0124415577997477		389	0.97407964784854	0.607392607392607	1		Bifidobacterium shunt	central metabolism	energy metabolism
Coprobacter	MF0060	116	1.43986636756224	0.000764765024259939	0.0219596814108925		50	0.76068643579476	0.925074925074925	1		glycerol degradation I	lipid degradation	glycerol degradation
Coprobacter	MF0094	133	1.39808246137994	0.00181320274521356	0.0455567189734908		77	1.042759663647	0.377622377622378	0.886135603526908		propionate production II	organic acid metabolism	propionate metabolism
Intestinimonas	MF0050	259	1.52360576367251	1.97768746527125e-06	0.000397515180519522		159	1.17639601731374	0.0629370629370629	0.341901341901342		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Intestinimonas	MF0012	275	1.49492051870227	4.4587973356074e-06	0.000414527899616701		188	0.790034165232883	0.962037962037962	0.999000999000999		trehalose degradation	carbohydrate degradation	disaccharide degradation
Intestinimonas	MF0049	431	1.44696994347893	6.18698357636868e-06	0.000414527899616701		323	1.04753658328609	0.308691308691309	0.849958260917165		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Intestinimonas	MF0015	448	1.37604312362451	7.05043024586755e-05	0.00354284119854844		404	1.08799610085188	0.171828171828172	0.595473492025216		fructose degradation	carbohydrate degradation	monosaccharide degradation
Intestinimonas	MF0065	483	1.34709125059459	0.000266581971177441	0.0107165952413331		389	0.977846508277307	0.587412587412587	0.999000999000999		Bifidobacterium shunt	central metabolism	energy metabolism
Intestinimonas	MF0097	54	0.822929087470419	0.867132867132867	0.999000999000999		59	1.59671378494242	0.000554114181380259	0.0185628250762387		homoacetogenesis	gas metabolism	acetogenesis
Intestinimonas	MF0060	115	1.43425510913127	0.00107688524328728	0.0284442339953385		50	0.76460472713489	0.91008991008991	0.999000999000999		glycerol degradation I	lipid degradation	glycerol degradation
Intestinimonas	MF0094	130	1.39818186104356	0.00113210881573487	0.0284442339953385		77	1.05059733150877	0.351648351648352	0.856743256743257		propionate production II	organic acid metabolism	propionate metabolism
Ellagibacter	MF0012	275	1.46982023152863	1.97768746527125e-06	0.000198757590259761		188	0.783724104482238	0.973026973026973	0.999000999000999		trehalose degradation	carbohydrate degradation	disaccharide degradation
Ellagibacter	MF0050	260	1.50545695138067	1.13799605113378e-06	0.000198757590259761		159	1.16656746558784	0.0819180819180819	0.411638361638362		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Ellagibacter	MF0049	436	1.43688603493873	3.42223045560691e-06	0.000229289440525663		323	1.0373341610598	0.353646353646354	0.910004888728293		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Ellagibacter	MF0015	448	1.3536435723267	9.75774571922345e-05	0.00490326722390978		404	1.08031042621185	0.20979020979021	0.702797202797203		fructose degradation	carbohydrate degradation	monosaccharide degradation
Ellagibacter	MF0097	54	0.809358106149928	0.877122877122877	0.999000999000999		59	1.59559547908409	0.00020972207386124	0.00843082736922183		homoacetogenesis	gas metabolism	acetogenesis
Ellagibacter	MF0065	484	1.34022436394982	0.000252911442712927	0.00847253333088305		389	0.970112293974809	0.639360639360639	0.999000999000999		Bifidobacterium shunt	central metabolism	energy metabolism
Ellagibacter	MF0060	116	1.44003242963009	0.000439742942360323	0.012626904487775		50	0.761850494162306	0.916083916083916	0.999000999000999		glycerol degradation I	lipid degradation	glycerol degradation
Ellagibacter	MF0094	133	1.39703395925035	0.000810558805236665	0.0203652899815712		77	1.05375342495835	0.364635364635365	0.910004888728293		propionate production II	organic acid metabolism	propionate metabolism
Escherichia	MF0050	258	1.50739650544182	6.85400418456494e-07	0.000137765484109755		159	1.17089040598191	0.0769230769230769	0.401598401598402		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Escherichia	MF0012	272	1.48163070265022	2.73435145505896e-06	0.000274802321233425		188	0.783501832152825	0.98001998001998	1		trehalose degradation	carbohydrate degradation	disaccharide degradation
Escherichia	MF0049	434	1.43906527493473	5.28832571386586e-06	0.000354317822829013		323	1.04243068167152	0.337662337662338	0.893443635016669		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Escherichia	MF0015	445	1.35164600359233	0.000307593650115447	0.0113729717789668		404	1.08612656582207	0.195804195804196	0.690467427309533		fructose degradation	carbohydrate degradation	monosaccharide degradation
Escherichia	MF0065	483	1.33580493527723	0.000303036791116907	0.0113729717789668		389	0.974942827027898	0.619380619380619	1		Bifidobacterium shunt	central metabolism	energy metabolism
Escherichia	MF0097	54	0.81704950429089	0.862137862137862	1		59	1.58760636175873	0.000339491694894532	0.0113729717789668		homoacetogenesis	gas metabolism	acetogenesis
Escherichia	MF0094	130	1.42003935125875	0.000718971276171434	0.0206447466443512		77	1.04925303816183	0.381618381618382	0.893443635016669		propionate production II	organic acid metabolism	propionate metabolism
Escherichia	MF0060	115	1.42530113599444	0.000966438317610918	0.0242817627299743		50	0.763211023572464	0.898101898101898	1		glycerol degradation I	lipid degradation	glycerol degradation
Butyricimonas	MF0050	258	1.51238223077207	9.49760001196767e-07	0.00019090176024055		159	1.17421027396767	0.0789210789210789	0.374216692398511		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Butyricimonas	MF0012	275	1.47405490135334	2.63116976836225e-06	0.000215463061710904		188	0.785187150753185	0.969030969030969	0.998001998001998		trehalose degradation	carbohydrate degradation	disaccharide degradation
Butyricimonas	MF0049	436	1.45229785665992	3.21586659270006e-06	0.000215463061710904		323	1.04372209719208	0.332667332667333	0.871600926545982		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Butyricimonas	MF0015	448	1.37352794217964	0.000139437695309842	0.00700674418931955		404	1.08306672571564	0.190809190809191	0.661252540562885		fructose degradation	carbohydrate degradation	monosaccharide degradation
Butyricimonas	MF0065	484	1.34555593451235	0.000385060406241645	0.0154794283309141		389	0.973045842930859	0.603396603396603	0.998001998001998		Bifidobacterium shunt	central metabolism	energy metabolism
Butyricimonas	MF0097	54	0.813468625151414	0.865134865134865	0.998001998001998		59	1.59144346520488	0.000554114181380259	0.0185628250762387		homoacetogenesis	gas metabolism	acetogenesis
Butyricimonas	MF0060	116	1.44209662346353	0.000673177567682334	0.0193298130148784		50	0.760526500394925	0.919080919080919	0.998001998001998		glycerol degradation I	lipid degradation	glycerol degradation
Butyricimonas	MF0094	133	1.39910613720713	0.00120574033677733	0.0302942259615304		77	1.05306349176733	0.360639360639361	0.871600926545982		propionate production II	organic acid metabolism	propionate metabolism
Holdemania	MF0050	258	1.52495053158532	1.32623270419688e-06	0.000266572773543572		159	1.16815443052428	0.0889110889110889	0.415607648165788		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Holdemania	MF0012	273	1.48623494356218	3.18147262720494e-06	0.000319737999034097		188	0.783305935173211	0.975024975024975	0.999000999000999		trehalose degradation	carbohydrate degradation	disaccharide degradation
Holdemania	MF0049	434	1.44273371818687	5.35745317662147e-06	0.000358949362833639		323	1.04138366138207	0.336663336663337	0.891644070215499		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Holdemania	MF0015	446	1.35379414992405	0.000207454830399589	0.00861311377202416		404	1.08198958517451	0.197802197802198	0.662637362637363		fructose degradation	carbohydrate degradation	monosaccharide degradation
Holdemania	MF0065	483	1.33543309124828	0.000214256561493138	0.00861311377202416		389	0.971938093642891	0.607392607392607	0.999000999000999		Bifidobacterium shunt	central metabolism	energy metabolism
Holdemania	MF0097	54	0.803320498322957	0.886113886113886	0.999000999000999		59	1.59444166882474	0.000312150510348751	0.0104570420966832		homoacetogenesis	gas metabolism	acetogenesis
Holdemania	MF0060	116	1.43789197985641	0.000590749021584325	0.016962936191207		50	0.76475746893662	0.91008991008991	0.999000999000999		glycerol degradation I	lipid degradation	glycerol degradation
Holdemania	MF0094	133	1.39798032251329	0.00157389901072944	0.0395442126445772		77	1.05006872370479	0.358641358641359	0.891644070215499		propionate production II	organic acid metabolism	propionate metabolism
Veillonella	MF0050	260	1.51635239677046	8.04599071980768e-07	0.000161724413468134		159	1.16813409071295	0.0829170829170829	0.416658341658342		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Veillonella	MF0012	275	1.47896283316281	2.11526236919782e-06	0.00021258386810438		188	0.786639575169321	0.966033966033966	1		trehalose degradation	carbohydrate degradation	disaccharide degradation
Veillonella	MF0049	433	1.4268496471905	8.68375663860929e-06	0.000581811694786823		322	1.04192716182879	0.324675324675325	0.867187757297647		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Veillonella	MF0015	445	1.35486708064992	0.00011676544730752	0.0058674637272029		403	1.08799665967492	0.195804195804196	0.690467427309533		fructose degradation	carbohydrate degradation	monosaccharide degradation
Veillonella	MF0065	482	1.33479316489344	0.000275695666483964	0.0110829657926554		388	0.976773588326677	0.585414585414585	1		Bifidobacterium shunt	central metabolism	energy metabolism
Veillonella	MF0097	54	0.815007599915964	0.846153846153846	1		59	1.58511706134683	0.000430629181413067	0.0144260775773377		homoacetogenesis	gas metabolism	acetogenesis
Veillonella	MF0060	116	1.44194395300719	0.000838035087366355	0.0240635789372339		50	0.765141657817752	0.924075924075924	1		glycerol degradation I	lipid degradation	glycerol degradation
Veillonella	MF0094	133	1.4023200411922	0.00116892456426477	0.0293692296771525		77	1.05201732620218	0.373626373626374	0.867187757297647		propionate production II	organic acid metabolism	propionate metabolism
Eggerthella	MF0050	260	1.50748937978839	1.24067053193001e-06	0.000249374776917932		159	1.16976851111439	0.0719280719280719	0.371478521478521		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Eggerthella	MF0049	436	1.44226408660972	2.94071497725475e-06	0.000295541855214102		323	1.04168527281316	0.333666333666334	0.875222603483473		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Eggerthella	MF0012	275	1.47141669938315	6.39436637829742e-06	0.000428422547345927		188	0.780556913500641	0.988011988011988	0.997002997002997		trehalose degradation	carbohydrate degradation	disaccharide degradation
Eggerthella	MF0015	448	1.36026825228975	6.37360414673655e-05	0.00320273608373512		404	1.08434369242095	0.198801198801199	0.665984015984016		fructose degradation	carbohydrate degradation	monosaccharide degradation
Eggerthella	MF0065	484	1.33331086917543	0.000284809368655593	0.0114493366199549		388	0.979821818339832	0.58941058941059	0.997002997002997		Bifidobacterium shunt	central metabolism	energy metabolism
Eggerthella	MF0097	54	0.811851146096592	0.871128871128871	0.997002997002997		59	1.59142579486511	0.000375946658123661	0.0125942130471426		homoacetogenesis	gas metabolism	acetogenesis
Eggerthella	MF0060	116	1.4334269936867	0.000966438317610918	0.0277505859771135		50	0.759540783287272	0.907092907092907	0.997002997002997		glycerol degradation I	lipid degradation	glycerol degradation
Eggerthella	MF0094	133	1.39403728191192	0.00179479475442994	0.0450942182050521		77	1.04661894295174	0.37962037962038	0.875222603483473		propionate production II	organic acid metabolism	propionate metabolism
Prevotella	MF0012	275	1.48727327848907	3.00950285653406e-06	0.00022698504353269		188	0.772891981203527	0.974025974025974	1		trehalose degradation	carbohydrate degradation	disaccharide degradation
Prevotella	MF0049	433	1.44196395151627	3.38783647063716e-06	0.00022698504353269		321	1.04188791008632	0.341658341658342	0.858416583416583		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Prevotella	MF0050	256	1.52108693159584	1.46313233415922e-06	0.00022698504353269		156	1.17164266515526	0.0759240759240759	0.372213152700958		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Prevotella	MF0015	448	1.36946062327664	0.000104345762791253	0.00524337458026044		404	1.06633054968246	0.247752247752248	0.754518209063664		fructose degradation	carbohydrate degradation	monosaccharide degradation
Prevotella	MF0065	485	1.35437626213734	0.000182515170621471	0.00733710985898312		389	0.955784341031645	0.66033966033966	1		Bifidobacterium shunt	central metabolism	energy metabolism
Prevotella	MF0097	54	0.814383255023138	0.87012987012987	1		59	1.58738329971612	0.000453413586919724	0.0151893551618108		homoacetogenesis	gas metabolism	acetogenesis
Prevotella	MF0060	116	1.44956545686694	0.000645701365101155	0.0185408534836189		50	0.75281127056602	0.929070929070929	1		glycerol degradation I	lipid degradation	glycerol degradation
Prevotella	MF0094	133	1.4018420313105	0.00118733244766264	0.0298317277475237		77	1.05069410020272	0.365634365634366	0.884840434290984		propionate production II	organic acid metabolism	propionate metabolism
Desulfovibrio	MF0050	260	1.51163059364394	7.79056486551438e-07	0.000155811297310288		159	1.17094765488411	0.0769230769230769	0.375234521575985		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Desulfovibrio	MF0012	275	1.47931006842788	2.90632104441509e-06	0.000196047665150317		188	0.781868843795576	0.973026973026973	0.997002997002997		trehalose degradation	carbohydrate degradation	disaccharide degradation
Desulfovibrio	MF0049	431	1.44050028549099	2.94071497725475e-06	0.000196047665150317		322	1.05046034190422	0.303696303696304	0.855482545623391		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Desulfovibrio	MF0015	448	1.37036920296271	0.000141704925358148	0.00708524626790742		404	1.08296045710036	0.186813186813187	0.632700632700633		fructose degradation	carbohydrate degradation	monosaccharide degradation
Desulfovibrio	MF0060	116	1.44348528232706	0.000471686013033532	0.0155701565584348		50	0.758949656983103	0.923076923076923	0.997002997002997		glycerol degradation I	lipid degradation	glycerol degradation
Desulfovibrio	MF0065	485	1.34452909044917	0.000453413586919724	0.0155701565584348		389	0.970751336575859	0.62037962037962	0.997002997002997		Bifidobacterium shunt	central metabolism	energy metabolism
Desulfovibrio	MF0097	54	0.817378629046816	0.861138861138861	0.997002997002997		59	1.5891166064747	0.000544955479545218	0.0155701565584348		homoacetogenesis	gas metabolism	acetogenesis
Desulfovibrio	MF0094	133	1.40232311463692	0.00126096403591905	0.0315241008979763		77	1.0504915521359	0.358641358641359	0.869010507564725		propionate production II	organic acid metabolism	propionate metabolism
Pseudoflavonifractor	MF0050	258	1.50334956029502	2.56238200885536e-06	0.000515038783779928		159	1.17694511840114	0.0659340659340659	0.368131868131868		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Pseudoflavonifractor	MF0012	273	1.46591791587353	7.71119794972201e-06	0.000516650262631374		188	0.788769906960103	0.974025974025974	1		trehalose degradation	carbohydrate degradation	disaccharide degradation
Pseudoflavonifractor	MF0049	433	1.43118423620724	5.15007082747518e-06	0.000516650262631374		323	1.04528604237482	0.342657342657343	0.83951155227751		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Pseudoflavonifractor	MF0015	446	1.3544525976974	0.000132636010205156	0.00666495951280908		404	1.0882913882049	0.202797202797203	0.679370629370629		fructose degradation	carbohydrate degradation	monosaccharide degradation
Pseudoflavonifractor	MF0065	482	1.34242166548901	0.000362276041084901	0.0121362473763442		389	0.976879454377688	0.581418581418581	1		Bifidobacterium shunt	central metabolism	energy metabolism
Pseudoflavonifractor	MF0097	54	0.816231276534806	0.86013986013986	1		59	1.59071491279163	0.000307593650115447	0.0121362473763442		homoacetogenesis	gas metabolism	acetogenesis
Pseudoflavonifractor	MF0060	115	1.45852027074024	0.000444299823474529	0.0127577520740543		50	0.760459540767702	0.908091908091908	1		glycerol degradation I	lipid degradation	glycerol degradation
Pseudoflavonifractor	MF0094	132	1.40745874481141	0.00104006956604479	0.0261317478468752		77	1.05382751205443	0.375624375624376	0.83951155227751		propionate production II	organic acid metabolism	propionate metabolism
Erysipelatoclostridium	MF0012	271	1.46046137446126	7.01651515424421e-06	0.000470106515334362		186	0.796297221386146	0.973026973026973	1		trehalose degradation	carbohydrate degradation	disaccharide degradation
Erysipelatoclostridium	MF0049	431	1.43993514228002	5.0809434049045e-06	0.000470106515334362		321	1.05614845017442	0.293706293706294	0.859893048128342		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Erysipelatoclostridium	MF0050	257	1.50210193245911	2.90632104441509e-06	0.000470106515334362		157	1.19734443373421	0.054945054945055	0.330728095433978		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Erysipelatoclostridium	MF0015	443	1.36271543584077	0.000143972156180359	0.00723460084806305		402	1.09318146355362	0.16983016983017	0.62065207519753		fructose degradation	carbohydrate degradation	monosaccharide degradation
Erysipelatoclostridium	MF0065	480	1.34363999850712	0.000243797767997561	0.00980067027350197		387	0.982747209303677	0.577422577422578	1		Bifidobacterium shunt	central metabolism	energy metabolism
Erysipelatoclostridium	MF0060	114	1.43713008149101	0.00042607230160742	0.0131502949020752		50	0.764235012028209	0.901098901098901	1		glycerol degradation I	lipid degradation	glycerol degradation
Erysipelatoclostridium	MF0097	54	0.809047062676363	0.866133866133866	1		59	1.60721539643182	0.000457970469226499	0.0131502949020752		homoacetogenesis	gas metabolism	acetogenesis
Erysipelatoclostridium	MF0094	131	1.39346185505172	0.000966438317610918	0.0242817627299743		77	1.06027747003065	0.342657342657343	0.859893048128342		propionate production II	organic acid metabolism	propionate metabolism
Turicibacter	MF0050	259	1.50920265994609	6.59857880528546e-07	0.000132631433986238		159	1.16760762986999	0.0739260739260739	0.381003611772843		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Turicibacter	MF0012	274	1.47410075342344	3.90578006947933e-06	0.000261687264655115		188	0.781169793427997	0.976023976023976	1		trehalose degradation	carbohydrate degradation	disaccharide degradation
Turicibacter	MF0049	435	1.44695349024826	2.83753319315995e-06	0.000261687264655115		323	1.04306587631959	0.335664335664336	0.868674803457412		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Turicibacter	MF0015	447	1.36494800882681	0.00011676544730752	0.0058674637272029		404	1.08354264720181	0.204795204795205	0.686063936063936		fructose degradation	carbohydrate degradation	monosaccharide degradation
Turicibacter	MF0097	54	0.807360266635949	0.871128871128871	1		59	1.57801536732304	0.000307593650115447	0.012365264734641		homoacetogenesis	gas metabolism	acetogenesis
Turicibacter	MF0065	485	1.33956694576749	0.000499162028709268	0.0167219279617605		389	0.971953396889844	0.629370629370629	1		Bifidobacterium shunt	central metabolism	energy metabolism
Turicibacter	MF0060	116	1.43951074132358	0.000664018831457345	0.0190668264461323		50	0.755830111219681	0.942057942057942	1		glycerol degradation I	lipid degradation	glycerol degradation
Turicibacter	MF0094	133	1.39787512048843	0.00138981949238136	0.0349192147460818		77	1.04420138963918	0.396603396603397	0.868674803457412		propionate production II	organic acid metabolism	propionate metabolism
Enterocloster	MF0012	271	1.46493823674481	4.59705188978985e-06	0.000428422547345927		188	0.784877608033432	0.976023976023976	0.999000999000999		trehalose degradation	carbohydrate degradation	disaccharide degradation
Enterocloster	MF0049	432	1.43736945139098	6.39436637829742e-06	0.000428422547345927		323	1.04766471167704	0.328671328671329	0.892187358096449		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Enterocloster	MF0050	256	1.50188062285061	2.8031392750984e-06	0.000428422547345927		159	1.17142120451771	0.0699300699300699	0.385317385317385		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Enterocloster	MF0015	444	1.35223119383704	0.000239240934292754	0.00961748555856872		404	1.09013566282264	0.168831168831169	0.652597402597403		fructose degradation	carbohydrate degradation	monosaccharide degradation
Enterocloster	MF0097	54	0.808911908456964	0.87012987012987	0.999000999000999		59	1.5881845320976	0.000223325539389907	0.00961748555856872		homoacetogenesis	gas metabolism	acetogenesis
Enterocloster	MF0065	482	1.34162746665507	0.000535796781333576	0.0179491921746748		389	0.977752209055927	0.597402597402597	0.999000999000999		Bifidobacterium shunt	central metabolism	energy metabolism
Enterocloster	MF0060	115	1.42554560306904	0.00094803053059884	0.027222019521481		50	0.762998708857156	0.907092907092907	0.999000999000999		glycerol degradation I	lipid degradation	glycerol degradation
Enterocloster	MF0094	130	1.38643326843343	0.00164753089240322	0.0413942136716308		77	1.05023025638629	0.35964035964036	0.892187358096449		propionate production II	organic acid metabolism	propionate metabolism
Hungatella	MF0050	257	1.50708959454541	1.13799605113378e-06	0.00022873720627789		158	1.15304998144678	0.0929070929070929	0.434286643588969		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Hungatella	MF0012	272	1.47155052548593	2.63116976836225e-06	0.000264432561720406		187	0.77660298323745	0.976023976023976	1		trehalose degradation	carbohydrate degradation	disaccharide degradation
Hungatella	MF0049	433	1.44076348828598	1.60570454727237e-05	0.00107582204667249		322	1.03901089045178	0.345654345654346	0.896039444426541		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Hungatella	MF0015	445	1.36365412887657	0.000107729917251397	0.00541342834188267		403	1.08459756503316	0.194805194805195	0.702797202797203		fructose degradation	carbohydrate degradation	monosaccharide degradation
Hungatella	MF0065	482	1.3427984162108	0.000403287909862777	0.013510144980403		388	0.9726706835427	0.615384615384615	1		Bifidobacterium shunt	central metabolism	energy metabolism
Hungatella	MF0097	54	0.80485529263447	0.884115884115884	1		59	1.59080015124371	0.000380503531856513	0.013510144980403		homoacetogenesis	gas metabolism	acetogenesis
Hungatella	MF0060	113	1.42866825871022	0.000838035087366355	0.0240635789372339		49	0.728200814119616	0.928071928071928	1		glycerol degradation I	lipid degradation	glycerol degradation
Hungatella	MF0094	132	1.39495256250827	0.00164753089240322	0.0413942136716308		77	1.0429528365369	0.397602397602398	0.896039444426541		propionate production II	organic acid metabolism	propionate metabolism
Hydrogeniiclostidium	MF0012	275	1.46749476332961	2.52798813936357e-06	0.000169375205337359		188	0.787059827311993	0.973026973026973	1		trehalose degradation	carbohydrate degradation	disaccharide degradation
Hydrogeniiclostidium	MF0049	435	1.44075464750148	1.65136955838125e-06	0.000169375205337359		323	1.04208551181766	0.350649350649351	0.876014095794316		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Hydrogeniiclostidium	MF0050	260	1.50335468460222	2.25283747106364e-06	0.000169375205337359		159	1.17501389571205	0.0819180819180819	0.422193191423961		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Hydrogeniiclostidium	MF0015	447	1.35271739127446	0.000119032666996162	0.00598139151655713		404	1.08462340036173	0.197802197802198	0.685486926866237		fructose degradation	carbohydrate degradation	monosaccharide degradation
Hydrogeniiclostidium	MF0065	485	1.33138248828232	0.000252911442712927	0.0101670399970597		389	0.974376366886378	0.603396603396603	1		Bifidobacterium shunt	central metabolism	energy metabolism
Hydrogeniiclostidium	MF0097	54	0.803612361504011	0.889110889110889	1		59	1.58656396201599	0.00038961728125617	0.0130521789220817		homoacetogenesis	gas metabolism	acetogenesis
Hydrogeniiclostidium	MF0060	116	1.43226244293661	0.00072813002286025	0.0209077335135586		50	0.763320951435487	0.913086913086913	1		glycerol degradation I	lipid degradation	glycerol degradation
Hydrogeniiclostidium	MF0094	133	1.39132801087538	0.000984846115224339	0.0247442586450115		77	1.04897190923353	0.384615384615385	0.876014095794316		propionate production II	organic acid metabolism	propionate metabolism
Monoglobus	MF0049	436	1.43491199952054	1.94329377514332e-06	0.000198757590259761		323	1.04534459682264	0.33966033966034	0.876823176823177		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Monoglobus	MF0050	260	1.49983942568325	1.97768746527125e-06	0.000198757590259761		159	1.1683110836464	0.0859140859140859	0.420722135007849		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Monoglobus	MF0012	275	1.46631773565684	4.80443386596656e-06	0.000321897069019759		188	0.784094549949225	0.978021978021978	0.999000999000999		trehalose degradation	carbohydrate degradation	disaccharide degradation
Monoglobus	MF0015	447	1.35561904733764	0.000303036791116907	0.0104570420966832		404	1.08613021770228	0.194805194805195	0.699211502782931		fructose degradation	carbohydrate degradation	monosaccharide degradation
Monoglobus	MF0065	484	1.33657714729052	0.000248354604182293	0.0104570420966832		389	0.974893294113066	0.594405594405594	0.999000999000999		Bifidobacterium shunt	central metabolism	energy metabolism
Monoglobus	MF0097	54	0.80324707445423	0.862137862137862	0.999000999000999		59	1.59167437860683	0.000312150510348751	0.0104570420966832		homoacetogenesis	gas metabolism	acetogenesis
Monoglobus	MF0060	116	1.42665466015808	0.000847193850113918	0.0242817627299743		50	0.758976606820928	0.919080919080919	0.999000999000999		glycerol degradation I	lipid degradation	glycerol degradation
Monoglobus	MF0094	133	1.39157307259899	0.000966438317610918	0.0242817627299743		77	1.04963666584989	0.36963036963037	0.876823176823177		propionate production II	organic acid metabolism	propionate metabolism
Anaerotruncus	MF0050	260	1.51643506028223	9.49760001196767e-07	0.00019090176024055		159	1.18580503403441	0.0709290709290709	0.365557519403673		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Anaerotruncus	MF0012	275	1.4810892765502	4.4587973356074e-06	0.000298739421485696		188	0.791613213265291	0.971028971028971	0.998001998001998		trehalose degradation	carbohydrate degradation	disaccharide degradation
Anaerotruncus	MF0049	435	1.44667728050825	3.14707866533126e-06	0.000298739421485696		323	1.051620901461	0.304695304695305	0.847049502221916		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Anaerotruncus	MF0015	446	1.36004184787879	0.000166644500018762	0.00837388612594281		404	1.09408369013758	0.157842157842158	0.587523587523588		fructose degradation	carbohydrate degradation	monosaccharide degradation
Anaerotruncus	MF0065	484	1.34318581089865	0.000221058294603471	0.00888654344305952		389	0.980191305999127	0.574425574425574	0.995559062785954		Bifidobacterium shunt	central metabolism	energy metabolism
Anaerotruncus	MF0097	54	0.814101074416839	0.861138861138861	0.998001998001998		59	1.60478889888003	0.000316707371763528	0.0106096969540782		homoacetogenesis	gas metabolism	acetogenesis
Anaerotruncus	MF0094	132	1.42138181402052	0.000700653787589093	0.0201187730436297		77	1.05310430284851	0.35964035964036	0.847049502221916		propionate production II	organic acid metabolism	propionate metabolism
Anaerotruncus	MF0060	114	1.42234920541612	0.00161071494698483	0.0404692130429939		50	0.764921995380037	0.916083916083916	0.998001998001998		glycerol degradation I	lipid degradation	glycerol degradation
Lactococcus	MF0012	273	1.47798658361021	1.10377126088063e-06	0.000110929011718503		187	0.796984620995267	0.965034965034965	0.999000999000999		trehalose degradation	carbohydrate degradation	disaccharide degradation
Lactococcus	MF0050	260	1.50516021098071	8.81310753506618e-07	0.000110929011718503		159	1.17378749893226	0.0849150849150849	0.416291026047124		threonine degradation II	amino acid degradation	polar, uncharged amino acid degradation
Lactococcus	MF0049	435	1.44551648930701	4.80443386596656e-06	0.000321897069019759		322	1.05300798090849	0.306693306693307	0.847818847818848		threonine degradation I	amino acid degradation	polar, uncharged amino acid degradation
Lactococcus	MF0015	446	1.36559019037418	0.000106601865652085	0.00535674374901726		402	1.08764188258533	0.185814185814186	0.655239497344761		fructose degradation	carbohydrate degradation	monosaccharide degradation
Lactococcus	MF0065	484	1.34079358919781	0.000321264234309508	0.0129148222192422		388	0.982090588107857	0.555444555444555	0.988003147295183		Bifidobacterium shunt	central metabolism	energy metabolism
Lactococcus	MF0060	114	1.4492252232928	0.00042607230160742	0.0142734221038486		50	0.764228185166641	0.912087912087912	0.999000999000999		glycerol degradation I	lipid degradation	glycerol degradation
Lactococcus	MF0097	54	0.811963974681801	0.861138861138861	0.999000999000999		59	1.5955384925831	0.000673177567682334	0.0193298130148784		homoacetogenesis	gas metabolism	acetogenesis
Lactococcus	MF0094	133	1.3953637785393	0.00138981949238136	0.0349192147460818		77	1.05365177418539	0.368631368631369	0.861568663894245		propionate production II	organic acid metabolism	propionate metabolism
